ProductId,ProfileName,Summary,Text,
B005K4Q1VI,Elizabeth Crasten,Grove Square Hot Cocoa cups,This is a very mild hot cocoa.  Perfect for those winter evenings or even good in the morning instead of coffee.  We love it anytime.  Next time I will try the dark chocolate.,
B005K4Q1VI,james,taste and smells like rubber,"taste nothing like how cocoa should taste, i'll never touch this again, i'll be trying the swiss miss cocoa maybe better luck",
B005K4Q1VI,"Nancy ""mamabear""",yummy,"This is very good hot chocolate, creamy and tasty.  All of the flavors are good, my favorite is the peppermint.  I wish the peppermint was available on its own, not in the variety pack.  My son and I also like to add peppermint flavored marshmallows, for an extra shot of peppermint taste.  In my opinion, better than the Swiss Miss K-cups.",
B005K4Q1VI,Ameri_star,Nice tasting cocoa,"The hot cocoa does have a sugar substitute in it, but as far as I could tell, wasn't strong enough to leave that bitter aftertaste you get when they put a lot of it in the ingredients. If you have a very very sophisticated palate perhaps you could taste it a little, but it doesn't take away from the taste of the cocoa, so as far as I'm concerned it wasn't an issue. I would say this is on par with the type of cocoa you'd get in a coffee machine, which is fine, because I don't hate coffee machine cocoa. I have only tried the peppermint so far, and it tasted like peppermint  what can I say? That's what it's supposed to taste like.",
B005K4Q1VI,dopey62,Love it!,"We enjoy a cup of hot chocolate with our Keurig machine and used to have Cafe Escapes as our favorite.  When I saw the Grove Square brand at such a great price, I thought I'd give it a try.  We love it - it is now our favorite brand.  I will be back for more!",
B005K4Q1VI,"John A. B. ""Coach""",Great product,"Had never heard of this brand before, however the price was right for ordering.  Turns out the family likes this better than the Swiss Miss K-cups we had been using.  Will continue to buy, will continue to use.  Don't forget to buy the mini-marshmallows at the store!",
B005K4Q1VI,kathy allen,Hot Cocoa k cups,My Husband said it tastes wonderful!! Just like you would get in a restaurant .creamy and flavorful! Hightly Recommends this product!,
B005K4Q1VI,K. Gray,Has sucralose :(,"This has artificial sweetener just like the other hot chocolates out there. If anyone knows of one that does not have it, please let me know! It definitely isn't very strong, but I coulod handle it if it didn't have the artificial sweetener aftertaste.",
B005K4Q1VI,Chris G. Ward,Great Hot Chocolate,This hot chocolate is very good and flavorful. Compared to other hot chocolate that we have tried it is cheaper and we would recommend.,
B005K4Q1VI,"C. Grange ""NYCTrain""",Chocolately -- but too sweet . . .,"Everyone has their own preferences, I know -- I actually liked the flavor, but my wife tried it and couldn't stand how sweet it was.  To each his/her own, I guess.  But, now that I'VE had a second cup, I tend to agree -- very sweet.",
B005K4Q1VI,"M. Ellis ""Superchop728""",OK product good for price,I bought this becaue they were $9.99 for the 24 pack.  I could try them for .50/cup.  Other in the store were almost $1/cup.  Overall they are ok/good but you need to run a hot water flush throuhg you maschine afetr each use or there is a potential to have the residue gunk up you drain area.,
B005K4Q1VI,"Gracia K. Brailey ""music lovr""",VERY PLEASED!!,"This is a great assortment and price I only give it 4 stars because the peppermint is very weak in peppermint, so I add extract. Nice cocoa flavor to all, tho. Reminds me of ""homemade""",
B005K4Q1VI,Marjorie Richmond,Yummy!!,"Best one in K cups todate not watery like several of the others I have tried. Will now join the subscribe and save group!<a href=""http://www.amazon.com/gp/product/B005K4Q64K"">Grove Square Hot Cocoa Cups Variety Pack, K-Cups for Keurig Brewers, 12-Count (Pack of 3)</a>",
B005K4Q1VI,"P. L. Watkins ""Shoppamania""",HOT COCOA,Well the product was good and the taste is great. The convenience was excellent and the delivery was quick. So what's not to love? The darn things tend to clog up my machine. Never ever happens with coffee. May one could run hot water after each serving to prevent the clog. Otherwise an excellent product.,
B005K4Q1VI,H Hulsing,PARTIALLY HYDROGENATED VEGETABLE OIL,"INGREDIENTS: SUGAR, GLUCOSE SYRUP SOLIDS, COCA (PROCESSED WITH ALKALI), PARTIALLY HYDROGENATED VEGETABLE OIL (MAY CONTAIN COCONUT, SOYBEAN, SUNFLOWER, PALM AND/OR CANOLA), NONFAT DRY MILK, MODIFIED WHEY, MALTODEXTRIN, SALT, NATURAL AND ARTIFICIAL FLAVORS, CELLULOSE GUM, SODIUM CASEINATE, CORNSTARCH, LACTOSE, DIPOTASSIUM PHOSPHATE, SUCRALOSE, MONO- AND DIGLYCERIDES, SILICON DIOXIDE, SOY LECITHIN, ARTIFICIAL COLOR.  CONTAINS: MILK AND SOY People, please read labels .",
B005K4Q1VI,"Casperina ""Casperina""","Weird after taste, sugar substitute","there is a taste of sugar substitute, the aftertaste turns me off, I've even tried using a little bit of milk in the mug before hand to hide the taste. It didn't, so i'm just using Swiss miss powder and a little milk to make it a creamier hot chocolate before using using my keurig.",
B005K4Q1VI,A. Meyers,Stay away from artificial sweeatners,"If anyone knows of one that does not have it, please let me know! It definitely isn't very strong, but I coulod handle it if it didn't have the artificial sweetener aftertaste.This has artificial sweetener (sucorse)  just like the other hot chocolates out there.",
B005K4Q1VI,Jenna Moore,"Good taste, bad product","I enjoyed these k-cups when I used them. They tasted pretty good. However, I quickly noticed that my Keurig brewer began to have problems after I started using these and other Grove Square k-cups. Even when I would brew other cups, I would get half-brewed cups of coffee, smaller cups, and other issues. I cleaned the brewer, following all the instructions and tips in the manual. The issues came up again as soon as I used these k-cups. What I discovered is that the Grove Square k-cups were gunking up my brewer badly. I had to clean out every part of the brewer completely, including the brewer basket area, the water reservoir, and the internal mechanism. After completing the entire cleaning process two more times my brewer got back to normal. I won't order any Grove Square products again.",
B005K4Q1VI,"W. Padget ""SharpsvilleBill""",Very good hot cocoa.,"I'm really baffled by the great differences of opinion on this product. I've tried a couple of different brands and the Grove Square was without doubt the best. I recently purchased a cup of hot cocoa at a local Joe Muggs (in a local BAM store) that was over $2  for the smallest size and really couldn't tell much difference. Obviously every person has different tastes and opinions but so many 1 and 5 star ratings for the exact same product? Oh well, I like it.  p.s. 11-27  I like this cocoa well enough that I have subscribed to momthly delivery with free shipping and reduced cost!",
B005K4Q1VI,K. Jones,Tastes like hot sugar water,"This hot chocolate tastes like hot sugar water with a pinch of coco in it. Although, even the sugary taste is weak, and tainted by the flavor of the artificial sweetener sucralose. The consistency is watery and bland. This is when I made the 8oz cup as directed by the directions on the box. I do not recommend this product.",
B005K4Q1VI,Barbara L,Great tasting,The price was as fantastic as the taste. So convenient to make and no messy powder  that is hard to dissolve. No major cleanup to deal with either. Highly recommended!,
B005K4Q1VI,"R. Caguioa ""silver pen""",Can't Complain ,The kids like cocoa. Perfect when you can't make the kids hot choco. Tastes good too. 24 Count? not bad ,
B005K4Q1VI,"Paul James Vesely ""String bean""","Splendid product, exceeded my expectations",Grove Square hot chocolate is very tasty.  I was searching for The Swiss Miss brand and the search pulled up this one. The price was right so I ordered some with hopeful expectations and was pleasantly surprised at Grove Squares wonderful chocolate creamy taste even on the large cup Koerig setting. You won't be disapointed,
B005K4Q1VI,Sadie,Great for winter !,"I love a cup of Hot Choc. in the cold winter months. We live in Penna. and it gets quite chilly here. The Hot Coc. is a little sweet for my taste, but I've gotten used to it and enjoy a cup once in a while",
B005K4Q1VI,L. Segal,Mmmmmm-Mmm Good!,My daughter says this is the very best hot chocolate she has ever had! And I love it because no more spilled envelope messes!,
B005K4Q1VI,ellenp,Thanks for the best hot cocoa outthere!,I finally found a hot cocoa for the keurig that isn't too sweet. I made a cup the day it came in the mail and from the first sip I was hooked. From now on this will be the only hot cocoa I drink.,
B005K4Q1VI,Claudia's hobbies,good for all ages,My grandson and husband love to bond drinking this hot chocolate together. I get it every other month.  I can't ever be without it.,
B005K4Q1VI,princess1,hot chocolate,I thought the Grove hot chocolate is to sweet. It also has an off taste. I would not recommend this to anybody,
B005TY2REE,Gary Peterson,No cholesterol. No Sodium. Not Very Sweet. Good Taste.,"In my trip through the health area of my local food market I stumbled upon Enjoy Life Boom Choco Boom Dark Chocolate Bar. I just can't resist trying things such as this. Into the cart it went. It's rather good. It says it's dairy, nut and soy free, and I'll take their word. The question is taste. Well, it's a good tasting bar. I have a couple others that I would regard higher. but this one is quite good. It's a bit high in calories (170 per bar) but has no cholesterol or sodium. Not bad. I'll pick it up again. Gary Peterson",
B001NH40UA,"Especially For You ""NL""",Fantastic Orange Tea,"I've ordered most of the cheaper Tea's Etc add on teas and all have been great both in terms of flavor AND value. I cold brew using disposable tea filters closed with toothpicks in <a href=""http://www.amazon.com/gp/product/B004TJ3ZUA"">Takeya Airtight Drink Maker Pitcher / Jug, Set of Two</a> and it works wonderfully. (Those jugs are great, even better if you can still find them half price at Costco.) I'm glad I ordered this when I did, the price has more than doubled! I'd still say it's a GREAT value. This is my go to tea when I want something with a little more flavor than ""regular"" black tea. I don't sweeten my tea, but I think this would be a perfect sweet tea for a hot day. The orange flavor is very palatable unlike some others. It's noticeable without being pungent or artificial. It also isn't spiced like many other orange teas.",
B001NH40UA,Melinda05,great tea!,"Arrived nicely packaged and sealed. An aromatic, lovely tea that I love to blend with others to make custom iced tea blends. I love this Oolong orange with fruity black teas. Recommended!",
B001NH40UA,Otho T.,smell it!,"That is right, open the bag and just get your nose close and smell it. You know this is a quality product instantly. Some of the tastiest tea I have had and the Oolong and orange are a great mix. Even if you aren't a tea drinker at all, once you smell this tea you will want to try it. I am very glad I bought this product it is a favorite of mine.",
B000YPKODY,Parent,STALE,I bought this to include in my daughter's party bag - It worked so well with the circus theme that we had.  Unfortunately the cracker jacks were stale.  When I heard this the first time I thought no way can't be but then someone else told me the same thing and then I heard it again from someone else.  Really disappointing.  I am so embarrassed.,
B000YPKODY,Teri L. Eaton,Just like the good ol' days ,"So fun and great price. This was one of our party favors at my son's birthday party. HUGE hit! I will buy again for the baseball team and group outings. The box is just like the good ol' days, although I remember the prizes were better back then (or maybe my expectations were lower since I was 10).",
B000YPKODY,slidehollowmisress,cracker jack,Arrives $15.06 postage due in a used Friendly 's box. UNFRIENDLY don't you think? Worst service ever!!!!!_Totally unfriendly! !!!aweful aweful aweful service!,
B000YPKODY,MIDNIGHT0521,CRACKER JACKS(PACK OF 25),"It wasn't a bad purchase at just $9.99 through Warehouse Deals fulfilled by Amazon and shipped for free, but took 2 stars off because it wasn't a freshness issue but Cracker JacksÂ® just don't taste the same like when I was a kid back in the 1980's.",
B000YPKODY,ArcAngel527,Very very Stale,Ordered this and most of the boxes were stale and stuck together. Checked the expiration date and it wasn't expired. Starting to think they just changed the expiration date and shipped everything that went bad.,
B000YPKODY,"Ima Rascal ""Rascal""",No stale product here!,We bought 2 cases of these. Expire date was 3 months out. Plenty of time to eat. We have 2 boys and got these for them as a snack in lunches etc. I was worried that the product would be stale as stated in other reviews. We've ate 3 boxes and all were fine so far. Kids loved it and I did as well. Prizes were not as good as they used to be but they didn't know the difference. A few were educational and that never hurts! We'll probably order another couple cases. At 40 cents per snack you can't go wrong!,
B000YPKODY,Lesley,great item,Bought these to give out as party favors for my son's baseball themed birthday party.  They were a huge hit with both the adults and children.,
B000YPKODY,bob,cracker jack,Product was older then I would purchase if I knew what the date on the individual boxes was before purchase. It gives me only one month to eat them all before being outdated.,
B000YPKODY,"C. Ward ""MrSmoofy""","Love Cracker Jacks, hate them from Amazon","I don't know the deal is here but they are terrible.  I love Cracker Jacks and not just cause there is a prize, especially now that the prizes are pointless compared to what you use to get. These arrived and the first box I ate seemed very stale, checked the date and was not expired and the date was a long ways away so I figured maybe it was that box.  But I'm a few boxes in now and they are all the same it's like chewing on cardboard.  I event went to the local 7-11 to get some to compare and those at 7-11 were 1000 timex better. Since it was so cheap to get them it's not worth the hassle to send them back so I think I'll just give them out for halloween.",
B000YPKODY,Gesa Nichols,Cracker Jacks were STALE,"Cracker Jacks were horrible--stale, not crunchy and tasted awful even though the expiration date on the package had not expired",
B000YPKODY,"K. Johnson ""Ker""",Awesome & packaged as promised!,"I threw my son a baseball themed party for his 1st birthday. What would baseball be without popcorn, peanuts &get crackerjack?! Item was delivered as promised & the packaging was old school, which was appreciated by parents, granparents &the even great grandparents! Item was fresh & taste great!",
B000YPKODY,Tiffany,Was perfect,I ordered this product for a themed baby shower. They went over well and they tasted just like normal cracker jacks. Loved that I could find the box and they fit perfect in favor bags.,
B000YPKODY,Birman Mommy,You Can't Turn The Clock Back,"I purchased cases of these for our company picnic. The boxes were cute, the idea of it all was a big hit. But the ""gift inside"" was a bust. I would gladly have paid more for a stupid little item rather than the ""writings on paper,"" or whatever they were. What is Cracker Jack without the gift inside? I find it to be misleading that they call it ""Original.""  Original had the gift inside.",
B000YPKODY,KeilaMarie,Cracker Jacks,"Becareful if you plan to use these more then two months after you order them, they expire quick. I can't use these, I ordered them to use in my November wedding but they expire in March :(",
B004P7JBMW,"Annie A. ""retired lady""",Very good compared to others,"If you're looking for a healthier alternative to peanut butter (whatever reason) this is a good choice.  It's nice and crunchy, tastes better than other brands I've tried, and doesn't separate as much as others.  Best I've found so far.",
B005ZHJI9C,"Juli A. Lee ""JingleJL""",Great and good price!,"I love these noodles.  They are really great for a midnight snack.  It's not really something that will fill you up for a dinner.  If you do eat it for dinner, you will be hungry later.  Maybe some people wouldn't!!!!  But, it just doesn't stick to my ribs.  I love them though and Amazon has a really good price.",
B005ZHJI9C,Smeggy,Yum!,"This soup cooks up quickly and is very yummy! I really like the flavor of the seasoning packet and the way the noodles cook up, nice texture. It is very satisfying to me. I'm a single gal who doesn't really cook & am often in a hurry for my next meal, and I find that this soup really hits the spot. Although it does tend to be more of a mid-afternoon snack/light lunch item for me. It will tide you over for a while until your next big meal, but i have to agree with the other reviewer that if you try to have just one of these for dinner you can expect to be hungry in a few hours. Personally I LOOOVE this soup that much more because I had to give up the ramen cup o' noodle and some other brands i had been eating because I developed an allergy to shellfish and mollusks.  It seems that often these instant noodle packets/bowls either have some type of seafood in the sauce or they are manufactured on equipment that also processes shellfish. This one does not contain any type of seafood like many of the other instant noodles do. Another plus for me is that it's not spicy. I'm kind of a wimp with spicy foods, plus i have GERD/reflux, so believe me if i can eat it is NOT spicy. Just tasty :) One thing that bugs me a little is that i feel guilty about the packaging since the plastic bowl is not recyclable (in my town they only take 1's and 2's which of course these microwave safe bowls are never made out of.) Oh well, can't have it all .",
B000CMFMG8,"Lawrence S. Cohen ""Screaming Brandshee""",Pschologically better than peanuts,"Somehow I feel healtier eating these things instead of peanuts. I don't know why either. Also, unlike peanuts, I can limit my intake to a handful and not the whole bag.",
B000P5IWYG,BW,What a great combo of flavors.,"I have tried all of these nuts and they are fantastic.  I highly recommend them as a snack which is not only healthy, but tasty.  The mulberries combined with chocolate are amazing.",
B000P5IWYG,"N. Tobey ""natamoose""",yummy!,A suprisingly delightful snack! Great to have around while I'm working long hours in front of the computer.,
B000P5IWYG,KateLynn,Delicious but pricy,"I really liked this flavor!  As someone with many food sensitivities who also avoids sugar, this is the perfect treat for me when I crave chocolate or baked goods.  The raw nuts are crisp and fresh tasting.  However, the price was very high for the quantity of product.  With less than 20 brazil nuts in the package, I felt a little gipped.  In future, I'll try making my own chocolate nut mix from bulk raw nuts, berries, and coco powder rather than spend $9 per package!  For that price, I'd like a lot more product.",
B00469LSMU,"M. Hammond ""ColemanFlGuy""",The best!,a great deal. it arrived with no damage. the taste to me is the best. i have tried most other brands and really got fed up with them. they just don't taste right to me. but this one i can eat right out of the bottle and enjoy it. it tastes so good. i am very happy with this purchase and the price is great also.,
B0001E3LBU,A. Vannoy,Great Jerky!,I prefer jerky with a dry texture but always have a hard time finding a good one.  They're usually moistened soft chunks of meat instead of hard strips.  If you like old-school jerky then I highly recommend this product.  Delicious!,
B005KDJEJK,"spinner ""exercise girl""",outstanding,"recommended to me by a friend i saw at the gym - had seen them a few times at the fatted calf in napa, but didnt really pay attention.  i will never buy beans in the bag from the grocery store again.  huge difference in taste and quality.  sent my son who is an aspiring chef and gourmet foodie a box of beans in a bag as well ",
B005KDJEJK,"C. Day ""Charski""",Rancho Gordo Beans - What fun!,"I've probably tried about 15 varieties of beans from Rancho Gordo.  They're all excellent.  Some are better suited for one type dish than another, and if you visit their website, they will tell you what works best for which dish. Some are just plain gorgeous to boot!  And being heirloom, I believe you can also save some back to plant, if you have the climate for growing them.  (Unfortunately, I don't.) Out of all the ones I've tried, we like the Borlotti best - they cook up plump and will hold their shape, with a creamy interior.  They're fantastic for Mexican-style beans - frijoles borrachos, refried, whatever you like.  And I've also cooked them with ham hocks/garlic/onions etc. for a delightful bowl of beans. This particular assortment doesn't have the Borlotti beans but you could always add them to your order!  It's a nice sampler and will get you hooked on their products. Oh yeah, sign up for their newsletter too, Steve sends out a good one with recipes and stories of the beans.",
B001HTI4TM,"Cathleen M. Walker ""geminiwalker""",Olives that melt in your mouth,"I had no idea what this stuff was when it was served to me at a restaurant recently - and I could not stop eating it! Finally figured out it was Kalamata Olive tapanade, and I wondered where the heck can I get this stuff? I'm totally spoiled now! Well, I headed for where I always go when I want the best of everything - amazon.com! And there it was, and now I can have it whenever I want! I love tossing a bit with pasta, particularly the tomato and basil pasta I also order from amazon; it's great on salads, on humus sandwiches, and anything else you can think of once you get the taste in your mind hehe. It's fantabulous!  <a href=""http://www.amazon.com/gp/product/B001HTI4TM"">Peloponnese Kalamata Olive Spread, 7.5-Ounce (Pack of 6)</a>",
B000GDAVXW,d bert,Really tasty,I got this for a gift for my father and he loved them.  I will probably get them again but only as a gift due to the cost of sausages.,
B000GDAVXW,Michael G. Lustig,A little too sweet,I know -- the description is clear enough about apples & cranberries but I found these sausages to be a little too sweet.  My guests agreed.  The same company makes sausages that I like better.,
B00762B7XY,Towel seeker,an unsorted assorted,"Original description and order said ""Assorted"" chocolates. What I got--weeks (!) later--was one pack of all white chocolates (the least desirable). Not worth the bother of returning even with Prime. Might be better just buying at local store (same or cheaper price) when you can see what you get.",
B004G8ZAS4,"K. Eden ""Online Supershopper""",Not what I ordered,These look like typical sugar plum jellies but they are actually grape flavored. You would assume that they would have a sugar plum flavor. They taste like cheap Kool-Aid and not the yummy Jelly Belly ones I can't seem to find on Amazon.,
B004G8ZAS4,T.Y.,Pretty good product,"These arrived fresh and in a timely manner.  However, flavor-wise our family is in agreement that Jelly Belly produces a richer plum flavor, slightly larger sugar plum in size, and a bit softer in texture for their sugar plums.  The price on the Albanese sugar plums is reasonable, the flavor is good and it's always nice to support a small, independent candymaker!",
B0092XAMDQ,Ashley,More for Me,"This coffee is really rich, perfect in the morning. I ordered it for the office, but it was going fast. After a day or so I decided it was too good/fine to share so I swapped it out w/some cheap stuff and brought it home. More for me!",
B0040PWYVO,K. Harper,Great sweet organic corn! BPA not sure but looks like Eden's cans.,"This canned organic corn is great. Sweet and plump, and being organic is added bonus. Inside, the can lining looks JUST LIKE Eden's BPA free cans, but so far I can't find the consumer service number of the company to verify if their can is BPA free. At least I don't see the white plastic lining in these cans. I'm just hoping these are BPA free, then these are totally awesome!",
B0040PWYVO,K. Fitzpatrick,A Hit with Me,"Found this item quite good: it was sweet and slightly crunchy. All in all, a delightful product. It arrived in excellent condition, no dents and no dings. Perhaps the packaging has improved.",
B0040PWYVO,"V. Fletche ""vanessa""",DENTS OUT THE WAZOO!,"PERHAPS AMAZON SHOULD START A SCRATCH AND DENT SECTION AND SELL ITEMS LIKE THIS CORN THERE! ALL BUT ONE CAN OF THIS GREAT TASTING CORN WAS DENTED, SEVERELY! DONT GET ME WRONG, I WILL STILL BUY DENTED GOODS, BUT ONLY AT A DISCOUNTED PRICE. THE DAMAGE DID NOT OCCUR IN TRANSIT EITHER WHICH DISTURBS ME. IF THEY KNOW THEY ARE SELLING DENTED CANS, FINE, BUT START A SCRATCH AND DENT SECTION!!!!!!",
B0040PWYVO,Brittan Mitchell,yummy,"very good corn product, we will be eating this case of corn way faster than we expected.  It was well packed and stores in the pantry nicely",
B0040PWYVO,Dawn Ritter,Libby's Organic Corn,"The fresh tasting Libby's Organic Corn, no additives! I can't believe Amazon can offer such good tasting corn in a can so cheap! But for taste and value, this can't be beat.",
B0040PWYVO,Randall J. Skates,Goes great with black beans and rice!,I combine this with Libby's Organic Black Beans and Libby's Organic Green Beans mixed with Bob's Red Mill Organic Brown Rice at least two or three times per week for a perfect meal every time!,
B0040PWYVO,"D. Painter ""dpainter""",Good  value for me,"We live in an area that does not have a lot of stores that carry organic at reasonable prices. That said I found the product to be a good value and convenient not to have to sometimes wait for local stores to restock, if they even stocked. Yes, some cans get dented in transit but it really was not a big problem for me. I hope the future delivery is the same or better. It is unknown if the can lining is BPA free. I try to avoid it but until the manufactures get it out it's near impossible to buy canned goods that don't have BPA in the can lining. Pregnant women should avoid anything with BPA in it and if I had growing children I would also strive to avoid.",
B0040PWYVO,amazonMommy,dented cans,"they decided to ship both my order in ONE HUGE box of 24 cans instead of 12 green beans in one box, 12 corn in another and i was barely able to get this inside my house.  then every single can of green beans was dented and 3 cans of corn were dented",
B0014DZQMO,"Roy Berger ""Everyman""","GREAT SERVICE, DELICIOUS CANDY","I ordered from east coast supplier before and even when shipped with a bag of frozen water the dark chocolate coating turned very light. I live on the west coast and this seller is in CA, so I got the Snickers in just a couple of days, instead of 10.  And their shipping costs were less, they shipped via post for under $5, instead of via UPS.  Lowest price I have paid for this candy and best quality.",
B0044UT0O4,Yubisan,Great flavored tic tacs,These tic tacs are great right up there with the orange flavor. I did find them cheaper at the 99cent store 49cents a pack. I went recently and bought 24 for $12 heads up for anyone living in Ca.,
B0044UT0O4,Joe P.,good price,"This was a very good price for bulk ordering. However my order was part of some gift bags we were putting together for 8th graders. There was never intent to resell these. Due to ordering limitations, I was unable to order all 300 packs from here.",
B0044UT0O4,L. M. Fuke,"Tantalizing flavor, but scattered distribution","I first encountered this flavor at an airport magazine stand.  I sampled a couple and was hooked.  I thought this flavor was the best of all in the TicTac line.  On my flight, I was munching on the pack absent-mindedly.  I landed with the idea of buying several packs.  Then came the rude surprise - Grapefruit flavor is not a common sight on TicTac stands - anywhere. I finally settled on this purchase as the only way to maintain a steady supply.  This flavor of TicTac is best used as a ""chaser"", following a heavy-duty breath freshening from TicTac Power Mint, the blue color.  Not only is Power Mint effective, it also numbs out my tongue for several minutes.  A follow-up with a single Grapefruit restores my mouth to normality. I rate Grapefruit as the best flavor, with Watermelon and the new Strawberry Foelds close seconds.  In general any flavor TicTac is effective breath-freshening, but Grapefruit is truly addicting.  TicTac settles the issue that the tongue is a major contributor to sour breath.",
B0044UT0O4,Looking for Info,"Unique and tart flavor, delicious!","Delicious and unique flavor, great for those who like a little tart taste. Nice the have a 12 pack since they are pretty hard to find.",
B0044UT0O4,"L. R. Dana-kirby ""Leslie Dana Kirby""",Pink perfection!,"When I stumbled across pink grapefruit tic tacs, I was intrigued enough to order them.  I do enjoy grapefruit flavors and I love tic tacs with intense flavors.  These did not disappoint.  They offer an intense flavor that tastes just like real grapefruit. An unusual treat!",
B0044UT0O4,Nice Piece,Fresh product!,"Look no futher. Always fresh! Nothing is worse than stale candy,, so save yourself from anguish and purchase here today",
B0044UT0O4,americanamama58,Long lost find!,"My daughter and I loved these when they first came out but had been unable to find them locally.  Then I thought, if anyone would have them, Amazon would! So glad to find them - it made a nice addition to her Christmas stocking.",
B0044UT0O4,Celeste,Difficult to find; tastes great,"We found these pink grapefruit Tic Tacs while vacationing in Massachusettes; when we returned to California, we couldn't find them! I was happy to find them here. They taste great!",
B0044UT0O4,CH,Pink Grapefruit forever!,This is a keeper flavor -- hope Tic Tac removes pink grapefruit from the limited edition category.  Citrus flavor seems especially potent to freshen your mouth after eating onion/garlic.,
B004MDQSDO,skatelady,reminds me of Italy,"I rarely eat anything but whole wheat pasta, but every once in a while, I eat some of this as a treat.  Almost as good as the pastas that I ate while in Italy!  Just make sure you don't over cook.",
B000PWMHW2,brown,One of my most favorite places on earth,"I love The Meadow.  So I guess this review is more about how much I adore this store, than it is about the salt (which by the way is fabulous).  I got my order way faster than I expected, which was nice.  I would recommend purchasing anything from these amazing folks, and even better if you can visit their lovely store in Portland.  This is one of the most romantic stores that exists.  Opening my box of truffle salt, and smelling that fragrant scent, was just not as magical as walking into their gorgeous store filled with flowers, salt, chocolate and wine.  Ah, it is a taste of heaven. The salt's great.  thanks Meadow people.",
B003Y86ONM,John R. Moreman,Out of Date Chocolate,"The purchase and receipt of the box of chocolates was very good, and made my home in plenty of time for Christmas.  The box was opened the day after new years.  The cholocates were discolored and dry.  The box had expired two months before I made the order.  I made a complaint with Amazon which was resolved in a few days with full credit to my charge card.  This company wanted me to mail them back the chocolates which i had saved along with the wrapper.  They would not reply back to my inquiry as to who would pay for the shipping the chocolates back to the seller. I still have the out of date and bad box of cholocate and will keep them for inspection for the next month or so.  Then trash can.",
B004X8TK9W,MIDNIGHT0521,KEEBLER SOFT BATCH CHOCOLATE CHIP COOKIES 15-OUNCE(PACK OF 6),"A very soft, very delicious Keebler Brand Cookie that is hard to find in the supermarket and generally around $4.49/bag 'cause it's never on sale. I picked up my order of 6 bags through Warehouse Deals fulfilled by Amazon for $13.00, a good bargain considering how much they are in a grocery store @ $4.49/bag and hard to find usually in this variety! If the sale is right, I highly recommend it for you to try and buy for yourself!",
B004X8TK9W,"JDTexan ""JDTexan""",DeeLish Cookies,It is hard to stay out of these wonderful cookies! Just the right amount of chocolate chips and the texture is melt-in-your-mouth good!,
B004X8TK9W,c2,AWESOME!,"I may be dating myself here a bit but I remember when the first Soft Batch cookies came out.  These were the first and they were bigger and yes, even softer than these are now.  But, at that time, they were the ONLY soft, prepackaged cookie (can you believe that?) besides Archway.  They then came out with at least a dozen other varieties but for some reason, they stopped making them.  I can remember every kid imaginable going nuts over these things so I'm wondering why they stopped. Anyway, back to today, these cookies, even though they're smaller, are still quite excellent.  They are just so soft and taste better than Keebler's other soft and chewy cookies.  This package made it about 20 minutes in this house - that's what happens when you're raising a bunch of Titan boys! Great, great stuff, HIGHLY recommend!",
B004X8TK9W,Jeremy Johnson,Chewy Chips Ahoy vs. Keebler Soft Batch,"Chewy Chips Ahoy and Keebler Soft Batch are very similar taste and texture. I decided to try this since a had a coupon for 50% off. They're slightly smaller than Chips Ahoy, but that's about it. My cookies arrived a little crumbled due to shipping, but no complaints because they were still edible and tasted great. Great Cookies, and now I have a stockpile of them :).",
B004X8TK9W,"Jane ""JY""",Barley Edible - Crunch on Sugar,What more can I say. Barley Edible - Crunch on Sugar.  Did come on time but have a feeling that they wanted this unloaded because it didn't sell or maybe bad batch.  Doesn't make you sick or anything like that but you can actually find yourself crunching on sugar like you put a sugar cube in your mouth.  Kids probably don't care.  Hope this helps.,
B006WW3GYC,Sal G.,Jelly Belly's are the Best,"Needed some bulk quantity jelly beans to fill small jars for baby shower favors.  Buying them this way saved a lot of money over buying them by the pound at the local candy store.  As stated in another review, the jelly beans just come in an unlined cardboard box.  This seemed a bit odd, but there were 2 sheets of wax paper, I guess to prevent dust, etc from getting into the box through the top and bottom.  Not much else to say, they're Jelly Belly's at about half the cost of the local guy!",
B006WW3GYC,"Golddust ""jungle dweller""",a little surprised,"I was shocked to see that the bulk version of these Jelly Belly's are just in a cardboard box, no plastic, no nothing. Doesn't seem overly hygienic. Since I didn't open the box for a few months the Jelly Belly's were getting softer and crystallizing [unbeknownst to me] because we live in a wet climate. Hmmm just be aware that the packaging should be upgraded",
B001QEF4XC,dobie,quality at a good price,I don't understand why this dog food is not full of reviews. Checkout [&#8230;] they give this dog food 4 out of 5 stars which beats science diet and purina one which I use to use and diamond natural is less expensive.,
B001QEF4XC,Erika,"Good food, good price","We purchase this food for our two boxers and great dane. The dane has an allergy to chicken and one of the boxers has a weak stomach, so this food is perfect for them. All three dogs love it (even the picky one) and it seems to agree with their digestive tracts more than any other dog food that we've tried (I can't begin to tell you how pleased I am about THAT). I did a lot of research to find a quality food that isn't full of filler and won't break the bank. I am 100% pleased with this food, more so than any of the other more expensive brands that I've tried.",
